tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-000-of-1000.mid,120,4/4 at 0.00 seconds,0.625,8,0.25,2.5714285714285716,0.0,0.25
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-001-of-1000.mid,120,4/4 at 0.00 seconds,0.9090909090909091,11,0.34375,2.0,0.0,0.09090909090909091
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-002-of-1000.mid,120,4/4 at 0.00 seconds,0.6923076923076923,13,0.43333333333333335,2.1666666666666665,0.0,0.07692307692307693
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-003-of-1000.mid,120,4/4 at 0.00 seconds,0.7272727272727273,11,0.34375,1.4,0.0,0.18181818181818182
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-004-of-1000.mid,120,4/4 at 0.00 seconds,0.5,10,0.3125,4.0,0.0,0.3
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-005-of-1000.mid,120,4/4 at 0.00 seconds,0.6153846153846154,13,0.40625,2.5,0.0,0.07692307692307693
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-006-of-1000.mid,120,4/4 at 0.00 seconds,1.0,4,0.125,3.0,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-007-of-1000.mid,120,4/4 at 0.00 seconds,0.6,5,0.15625,11.5,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-008-of-1000.mid,120,4/4 at 0.00 seconds,0.3,10,0.3125,1.3333333333333333,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-009-of-1000.mid,120,4/4 at 0.00 seconds,0.7058823529411765,17,0.53125,3.8125,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-010-of-1000.mid,120,4/4 at 0.00 seconds,0.8,10,0.3125,1.8888888888888888,0.0,0.1
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-011-of-1000.mid,120,4/4 at 0.00 seconds,0.8,5,0.20833333333333334,3.0,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-012-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,15,0.46875,2.7142857142857144,0.0,0.13333333333333333
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-013-of-1000.mid,120,4/4 at 0.00 seconds,0.2857142857142857,7,0.21875,3.1666666666666665,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-014-of-1000.mid,120,4/4 at 0.00 seconds,0.2,5,0.18518518518518517,4.25,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-015-of-1000.mid,120,4/4 at 0.00 seconds,0.2857142857142857,7,0.21875,2.3333333333333335,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-016-of-1000.mid,120,4/4 at 0.00 seconds,0.5714285714285714,7,0.21875,9.833333333333334,0.14285714285714285,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-017-of-1000.mid,120,4/4 at 0.00 seconds,1.0,3,0.09375,2.5,0.0,0.3333333333333333
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-018-of-1000.mid,120,4/4 at 0.00 seconds,0.9375,16,0.5,1.7333333333333334,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-019-of-1000.mid,120,4/4 at 0.00 seconds,0.9230769230769231,13,0.40625,5.166666666666667,0.0,0.07692307692307693
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-020-of-1000.mid,120,4/4 at 0.00 seconds,1.0,2,0.07692307692307693,0.0,0.5,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-021-of-1000.mid,120,4/4 at 0.00 seconds,1.0,4,0.12903225806451613,3.6666666666666665,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-022-of-1000.mid,120,4/4 at 0.00 seconds,0.0,7,0.3684210526315789,1.8333333333333333,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-023-of-1000.mid,120,4/4 at 0.00 seconds,1.0,9,0.28125,7.375,0.2222222222222222,0.2222222222222222
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-024-of-1000.mid,120,4/4 at 0.00 seconds,0.0,1,0.03125,0,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-025-of-1000.mid,120,4/4 at 0.00 seconds,0.46153846153846156,13,0.40625,1.5,0.0,0.07692307692307693
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-026-of-1000.mid,120,4/4 at 0.00 seconds,0.2,5,0.1724137931034483,12.25,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-027-of-1000.mid,120,4/4 at 0.00 seconds,0.5,6,0.1875,3.6,0.0,0.3333333333333333
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-028-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,9,0.28125,3.25,0.1111111111111111,0.4444444444444444
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-029-of-1000.mid,120,4/4 at 0.00 seconds,0.3333333333333333,6,0.3,1.6,0.0,0.16666666666666666
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-030-of-1000.mid,120,4/4 at 0.00 seconds,0.42857142857142855,7,0.21875,3.1666666666666665,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-031-of-1000.mid,120,4/4 at 0.00 seconds,0.5,4,0.125,1.3333333333333333,0.0,0.25
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-032-of-1000.mid,120,4/4 at 0.00 seconds,0.5,2,0.0625,9.0,1.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-033-of-1000.mid,120,4/4 at 0.00 seconds,0.47058823529411764,17,0.53125,2.375,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-034-of-1000.mid,120,4/4 at 0.00 seconds,0.5,4,0.125,7.0,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-035-of-1000.mid,120,4/4 at 0.00 seconds,0.8333333333333334,6,0.2727272727272727,4.4,0.16666666666666666,0.16666666666666666
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-036-of-1000.mid,120,4/4 at 0.00 seconds,0.45454545454545453,11,0.3793103448275862,4.2,0.0,0.09090909090909091
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-037-of-1000.mid,120,4/4 at 0.00 seconds,0.4,10,0.3125,2.6666666666666665,0.3,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-038-of-1000.mid,120,4/4 at 0.00 seconds,1.0,18,0.5625,14.294117647058824,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-039-of-1000.mid,120,4/4 at 0.00 seconds,0.3333333333333333,3,0.09375,5.5,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-040-of-1000.mid,120,4/4 at 0.00 seconds,0.9,10,0.3125,3.111111111111111,0.0,0.1
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-041-of-1000.mid,120,4/4 at 0.00 seconds,1.0,6,0.1875,4.8,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-042-of-1000.mid,120,4/4 at 0.00 seconds,0.8571428571428571,7,0.21875,1.0,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-043-of-1000.mid,120,4/4 at 0.00 seconds,0.14285714285714285,7,0.21875,0.6666666666666666,0.0,0.42857142857142855
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-044-of-1000.mid,120,4/4 at 0.00 seconds,0.0,6,0.1875,0.6,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-045-of-1000.mid,120,4/4 at 0.00 seconds,0.8666666666666667,15,0.4838709677419355,2.142857142857143,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-046-of-1000.mid,120,4/4 at 0.00 seconds,1.0,4,0.125,4.0,0.0,0.25
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-047-of-1000.mid,120,4/4 at 0.00 seconds,0.0,1,0.03125,0,0.0,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-048-of-1000.mid,120,4/4 at 0.00 seconds,1.0,8,0.25,3.142857142857143,0.0,0.125
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-049-of-1000.mid,120,4/4 at 0.00 seconds,0.3333333333333333,3,0.09375,2.5,0.0,0.3333333333333333
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-050-of-1000.mid,120,4/4 at 0.00 seconds,1.0,3,0.11538461538461539,0.0,0.3333333333333333,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-051-of-1000.mid,120,4/4 at 0.00 seconds,0.0625,16,0.5,2.1333333333333333,0.1875,0.0
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-052-of-1000.mid,120,4/4 at 0.00 seconds,1.0,7,0.22580645161290322,2.3333333333333335,0.0,0.14285714285714285
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-053-of-1000.mid,120,4/4 at 0.00 seconds,0.25,4,0.125,13.333333333333334,0.0,0.25
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-054-of-1000.mid,120,4/4 at 0.00 seconds,0.8571428571428571,7,0.21875,4.166666666666667,0.0,0.5714285714285714
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-055-of-1000.mid,120,4/4 at 0.00 seconds,0.6,10,0.3225806451612903,4.777777777777778,0.0,0.1
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-056-of-1000.mid,120,4/4 at 0.00 seconds,0.2222222222222222,9,0.28125,4.25,0.0,0.1111111111111111
tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-057-of-1000.mid,120,4/4 at 0.00 seconds,0.5454545454545454,11,0.34375,4.9,0.0,0.0
